date,titl,cont,tokens
2022-09-27,건설 탄소 포집 장치 표준 모듈,탄소 포집 기술 표준 체결 경제 영경 기자 건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 건설 본사 건설 신사업 부문 대표 부사장 관계자 참석 가운데 탄소 포집 장치 표준 모듈 체결 건설 본사 진행 상호 협력 체결 건설 신사업 부문 대표 오른쪽 부사장 왼쪽 기념 촬영 건설 제공 양사 이번 핵심 탄소 포집 기술 오아 표준 모듈 공동 개발 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 국내 해외 탄소 포집 활용 저장 시장 동반 진출 계획 본사 세계 최대 종합 화학 기업 정밀 석유 화학 분야 제품 제공 기업 보유 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 기술 운전 안정 에너지 소비 경제 우수 탄소 포집 장치 상용 평가 건설 신재 수소 플랜트 모듈 체결 생산 설비 표준 모듈 건설 신사업 부문 대표 향후 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 이번 사업 계기 건설 선도 기업 친환경 사업 확대 지속 가능 경영,탄소 포집 기술 표준 체결 경제 영경 건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 건설 본사 건설 신사업 부문 대표 부사장 관계자 참석 탄소 포집 장치 표준 모듈 체결 건설 본사 진행 상호 협력 체결 건설 신사업 부문 대표 오른쪽 부사장 왼쪽 기념 촬영 건설 제공 양사 이번 핵심 탄소 포집 기술 오아 표준 모듈 공동 개발 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 국내 해외 탄소 포집 활용 저장 시장 동반 진출 계획 본사 세계 최대 종합 화학 기업 정밀 석유 화학 분야 제품 제공 기업 보유 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 기술 운전 안정 에너지 소비 경제 우수 탄소 포집 장치 상용 평가 건설 신재 수소 플랜트 모듈 체결 생산 설비 표준 모듈 건설 신사업 부문 대표 향후 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 이번 사업 계기 건설 선도 기업 친환경 사업 확대 지속 가능 경영
2022-09-27,건설 탄소 포집 장치 표준 모듈 사업,건설 본사 진행 상호 협력 체결 건설 신사업 부문 대표 오른쪽 부사장 기념 촬영 사진 건설 건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 나서 친환경 에너지 모듈 사업 경쟁력 강화 건설 본사 탄소 포집 장치 표준 모듈 체결 협약 건설 보유 핵심 탄소 포집 기술 오아 표준 모듈 공동 개발 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 국내 해외 탄소 포집 활용 저장 기술 시장 동반 진출 계획 본사 세계 최대 종합 화학 기업 정밀 화학 석유 화학 다양 분야 제품 제공 기업 보유 핵심 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 기술 운전 안정 에너지 소비 경제 우수 탄소 포집 장치 상용 기술 평가 한편 건설 신재 수소 플랜트 모듈 양해 각서 체결 생산 설비 표준 모듈 양해 각서 건설 신재 에너지 모듈 사업 선두 주자 자리매김 기대 건설 신사업 부문 대표 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 이번 사업 계기 환경 사회 지배 구조 선도 기업 친환경 사업 확대 지속 가능 경영,건설 본사 진행 상호 협력 체결 건설 신사업 부문 대표 오른쪽 부사장 기념 촬영 사진 건설 건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 나서 친환경 에너지 모듈 사업 경쟁력 강화 건설 본사 탄소 포집 장치 표준 모듈 체결 협약 건설 보유 핵심 탄소 포집 기술 오아 표준 모듈 공동 개발 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 국내 해외 탄소 포집 활용 저장 기술 시장 동반 진출 계획 본사 세계 최대 종합 화학 기업 정밀 화학 석유 화학 다양 분야 제품 제공 기업 보유 핵심 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 기술 운전 안정 에너지 소비 경제 우수 탄소 포집 장치 상용 기술 평가 한편 건설 신재 수소 플랜트 모듈 양해 각서 체결 생산 설비 표준 모듈 양해 각서 건설 신재 에너지 모듈 사업 선두 주자 자리매김 기대 건설 신사업 부문 대표 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 이번 사업 계기 환경 사회 지배 구조 선도 기업 친환경 사업 확대 지속 가능 경영
2022-09-27,건설 기업 탄소 포집 장치 표준 모듈,건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 건설 본사 진행 상호 협력 체결 건설 신사업 부문 대표 오른쪽 부사장 왼쪽 기념 촬영 건설 건설 탄소 포집 장치 표준 모듈 체결 이날 본사 세계 최대 종합 화학 기업 정밀 화학 석유 화학 분야 제품 제공 기업 건설 이번 보유 핵심 탄소 포집 기술 아세 표준 모듈 공동 개발 예정 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 축척 모듈 기술력 설계 시공 표준 예정 보유 핵심 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 아세 기술 운전 안정 에너지 소비 경제 기술 탄소 포집 장치 상용 기술 평가 양사 탄소 포집 장치 표준 모듈 투자 절감 공사 기간 최소 국내 해외 시장 동반 진출 계획 건설 신사업 부문 대표 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 이번 사업 계기 건설 선도 기업 친환경 사업 확대 지속 가능 경영,건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 건설 본사 진행 상호 협력 체결 건설 신사업 부문 대표 오른쪽 부사장 왼쪽 기념 촬영 건설 건설 탄소 포집 장치 표준 모듈 체결 이날 본사 세계 최대 종합 화학 기업 정밀 화학 석유 화학 분야 제품 제공 기업 건설 이번 보유 핵심 탄소 포집 기술 아세 표준 모듈 공동 개발 예정 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 축척 모듈 기술력 설계 시공 표준 예정 보유 핵심 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 아세 기술 운전 안정 에너지 소비 경제 기술 탄소 포집 장치 상용 기술 평가 양사 탄소 포집 장치 표준 모듈 투자 절감 공사 기간 최소 국내 해외 시장 동반 진출 계획 건설 신사업 부문 대표 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 이번 사업 계기 건설 선도 기업 친환경 사업 확대 지속 가능 경영
2022-09-27,건설 탄소 포집 장치 표준 모듈 추진 맞손,건설 탄소 포집 장치 표준 모듈 추진 협약 건설 신사업 부문 대표 오른쪽 부사장 왼쪽 건설 본사 업무 협약 체결 기념 촬영 건설 제공 국기 기자 건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 추진 건설 본사 신사업 부문 대표 부사장 참석 가운데 탄소 포집 장치 표준 모듈 업무 협약 체결 협약 건설 보유 핵심 탄소 포집 기술 오아 표준 모듈 공동 개발 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 축적 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 계획 회사 장기 국내외 탄소 포집 활용 저장 시장 동반 진출 방침 본사 세계 최대 종합 화학 기업 정밀 화학 석유 화학 분야 제품 제공 보유 오아 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 탄소 포집 기술 운전 안정 에너지 소비 경제 우수 탄소 포집 장치 상용 기술 건설 소개 건설 신사업 부문 대표 향후 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 의미 부여 건설 신재 수소 플랜트 모듈 협약 생산 설비 표준 모듈 양해 각서 체결,건설 탄소 포집 장치 표준 모듈 추진 협약 건설 신사업 부문 대표 오른쪽 부사장 왼쪽 건설 본사 업무 협약 체결 기념 촬영 건설 제공 국기 건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 추진 건설 본사 신사업 부문 대표 부사장 참석 탄소 포집 장치 표준 모듈 업무 협약 체결 협약 건설 보유 핵심 탄소 포집 기술 오아 표준 모듈 공동 개발 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 축적 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 계획 회사 장기 국내외 탄소 포집 활용 저장 시장 동반 진출 방침 본사 세계 최대 종합 화학 기업 정밀 화학 석유 화학 분야 제품 제공 보유 오아 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 탄소 포집 기술 운전 안정 에너지 소비 경제 우수 탄소 포집 장치 상용 기술 건설 소개 건설 신사업 부문 대표 향후 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 의미 부여 건설 신재 수소 플랜트 모듈 협약 생산 설비 표준 모듈 양해 각서 체결
2022-09-27,건설 탄소 포집 장치 표준 모듈 추진 협약,건설 신사업 부문 대표 오른쪽 부사장 건설 본사 탄소 포집 장치 표준 모듈 업무 협약 체결 기념 촬영 건설 제공 재판매 금지,건설 신사업 부문 대표 오른쪽 부사장 건설 본사 탄소 포집 장치 표준 모듈 업무 협약 체결 기념 촬영 건설 제공 재판매 금지
2022-09-27,건설 탄소 포집 장치 표준 모듈 채결,건설 본사 진행 상호 협력 체결 건설 신사업 부문 대표 오른쪽 부사장 왼쪽 기념 촬영 건설 제공 건설 건설 본사 건설 신사업 부문 대표 관계자 참석 가운데 탄소 포집 장치 표준 모듈 체결 이번 건설 보유 핵심 탄소 포집 기술 아세 표준 모듈 공동 개발 내용 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 축척 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 국내 해외 시장 동반 진출 계획 보유 핵심 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 기술 운전 안정 에너지 소비 경제 기술 탄소 포집 장치 상용 기술 건설 신사업 부문 대표 향후 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 이번 사업 계기 건설 선도 기업 친환경 사업 확대 지속 가능 경영,건설 본사 진행 상호 협력 체결 건설 신사업 부문 대표 오른쪽 부사장 왼쪽 기념 촬영 건설 제공 건설 건설 본사 건설 신사업 부문 대표 관계자 참석 탄소 포집 장치 표준 모듈 체결 이번 건설 보유 핵심 탄소 포집 기술 아세 표준 모듈 공동 개발 내용 탄소 포집 기술 정보 제공 건설 규모 정유 화학 플랜트 사업 축척 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 국내 해외 시장 동반 진출 계획 보유 핵심 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 기술 운전 안정 에너지 소비 경제 기술 탄소 포집 장치 상용 기술 건설 신사업 부문 대표 향후 지속 성장 예상 탄소 포집 기술 분야 선도 기업 구축 친환경 에너지 모듈 사업 확대 발판 마련 이번 사업 계기 건설 선도 기업 친환경 사업 확대 지속 가능 경영
2022-09-27,건설 음성 시티 견본 주택 본격 분양,기사 내용 요약 지하 지상 전용 음성 최대 규모 세대 판상 일부 개방 설계 실사 면적 극대 스카이라운지 입주민 카페 이닝 특화 서비스 음성 시티 조감도 기자 건설 번지 일원 음성 시티 견본 주택 개관 본격 분양 음성 시티 지하 지상 전용 면적 가구 음성군 자이 아파트 음성군 최대 규모 전용 면적 가구 가구 가구 가구 가구 가구 가구 가구 가구 가구 가구 가구 소형 대형 다양 주택 구성 단독 테라스 희소성 특화 평면 조성 예정 음성 시티 기존 인프라 지역 조성 편리 생활 가능 무극 교육 도서관 교육 시설 대형 마트 종합 병원 밀집 시외버스 정류소 다양 생활 인프라 인근 위치 북측 병막 근린공원 금빛 근린공원 응천 도보 주거 생활 가능 단지 차량 이동 거리 농공 성본 직주 근접 여건 뛰어나 교통 여건 가까이 연계 제천 고속도 음성 차량 수도 이동 남향 중심 배치 세대 판상 설계 채광 환기 전용 일부 개방 설계 개방 극대 일부 타입 입주민 라이프 스타일 주방 침실 공간 확장 이닝 활용 가능 이닝 이닝 공간 확보 설계 대형 조리대 대형 식탁 배치 가능 트리 수납공간 확보 전용 안방 대형 드레스 공간 일부 베타 조성 서재 트레이닝 공간 활용 음성 기자 소재 음성 시티 견본 주택 전용 평형 마련 주방 재판매 금지 조경 스케일 남다르 중앙 이상 규모 중앙 광장 조성 개방 누리 입주민 휴식 중앙 광장 중앙부 조형미 연못 숲길 흘러가 시설 도입 고급 리조트 테마 정원 구현 계획 외곽 휴게 정원 연결 순환 산책로 조성 녹음 자연 향기 느끼 여가 활동 고급 커뮤니티 시설 조성 음성군 최초 스카이라운지 조성 병막 도심 경관 바라보 여유 조성 손님 숙소 휴식 장소 활용 가능 커뮤니티 센터 클럽 피트 니스 골프 연습장 남녀 사우 도서관 독서실 목적 실내 놀이터 카페 라운지 놀이 라이프 동시 입주민 커뮤니티 시설 커뮤니티 통합 서비스 적용 고품격 커뮤니티 라이프 입주민 서비스 제공 카페테리아 국내 제과 업체 제공 커피 다과 스카이라운지 푸드 스타트업 협약 로봇 식사 제공 이닝 서비스 제공 예정 도서관 국내 대형 서점 큐레이션 인기 도서 스테디셀러 예정 음성 시티 견본 주택 서비스 경험 체험 견본 주택 운영 견본 주택 그룹 리크 라상 오픈 카페테리아 마련 방문객 자이 입주민 개발 커피 추출 선정 도서 구비 도서관 견본 주택 마련 방문객 도서 체험 견본 주택 야외 이닝 공간 마련 방문객 로봇 음식 음성 시티 규제 민간 택지 공급 계약 이후 전매 가능 주택 세대원 청약 신청 가능 당첨 제한 자금 조달 신고 중도금 무이자 혜택 발코니 확장 무상 계약금 정액 다양 혜택 제공 예정 음성 시티 청약 일정 특별 공급 시작 순위 청약 순위 청약 접수 당첨자 발표 당첨자 정당 계약 진행 건설 분양 관계자 음성 시티 음성군 자이 아파트 음성군 최대 규모 조성 단지 대표 단지 주목 수준 커뮤니티 시스템 적용 수요자 부담 혜택 지역민 실거 관심 음성군 각종 개발 도시 성장 외지인 투자처 관심 음성 시티 견본 주택 일원 마련 확산 방지 예방 사전 방문 예약 운영 방문 예약 관련 사항 음성 시티 홈페이지 가능 음성 시티 입주 예정,기사 내용 요약 지하 지상 전용 음성 최대 규모 세대 판상 일부 개방 설계 실사 면적 극대 스카이라운지 입주민 카페 이닝 특화 서비스 음성 시티 조감도 건설 번지 일원 음성 시티 견본 주택 개관 본격 분양 음성 시티 지하 지상 전용 면적 가구 음성군 자이 아파트 음성군 최대 규모 전용 면적 가구 가구 가구 가구 가구 가구 가구 가구 가구 가구 가구 가구 소형 대형 다양 주택 구성 단독 테라스 희소성 특화 평면 조성 예정 음성 시티 기존 인프라 지역 조성 편리 생활 가능 무극 교육 도서관 교육 시설 대형 마트 종합 병원 밀집 시외버스 정류소 다양 생활 인프라 인근 위치 북측 병막 근린공원 금빛 근린공원 응천 도보 주거 생활 가능 단지 차량 이동 거리 농공 성본 직주 근접 여건 뛰어나 교통 여건 가까이 연계 제천 고속도 음성 차량 수도 이동 남향 중심 배치 세대 판상 설계 채광 환기 전용 일부 개방 설계 개방 극대 일부 타입 입주민 라이프 스타일 주방 침실 공간 확장 이닝 활용 가능 이닝 이닝 공간 확보 설계 대형 조리대 대형 식탁 배치 가능 트리 수납공간 확보 전용 안방 대형 드레스 공간 일부 베타 조성 서재 트레이닝 공간 활용 음성 소재 음성 시티 견본 주택 전용 평형 마련 주방 재판매 금지 조경 스케일 남다르 중앙 이상 규모 중앙 광장 조성 개방 누리 입주민 휴식 중앙 광장 중앙부 조형미 연못 숲길 흘러가 시설 도입 고급 리조트 테마 정원 구현 계획 외곽 휴게 정원 연결 순환 산책로 조성 녹음 자연 향기 느끼 여가 활동 고급 커뮤니티 시설 조성 음성군 최초 스카이라운지 조성 병막 도심 경관 바라보 여유 조성 손님 숙소 휴식 장소 활용 가능 커뮤니티 센터 클럽 피트 니스 골프 연습장 남녀 사우 도서관 독서실 목적 실내 놀이터 카페 라운지 놀이 라이프 동시 입주민 커뮤니티 시설 커뮤니티 통합 서비스 적용 고품격 커뮤니티 라이프 입주민 서비스 제공 카페테리아 국내 제과 업체 제공 커피 다과 스카이라운지 푸드 스타트업 협약 로봇 식사 제공 이닝 서비스 제공 예정 도서관 국내 대형 서점 큐레이션 인기 도서 스테디셀러 예정 음성 시티 견본 주택 서비스 경험 체험 견본 주택 운영 견본 주택 그룹 리크 라상 오픈 카페테리아 마련 방문객 자이 입주민 개발 커피 추출 선정 도서 구비 도서관 견본 주택 마련 방문객 도서 체험 견본 주택 야외 이닝 공간 마련 방문객 로봇 음식 음성 시티 규제 민간 택지 공급 계약 전매 가능 주택 세대원 청약 신청 가능 당첨 제한 자금 조달 신고 중도금 무이자 혜택 발코니 확장 무상 계약금 정액 다양 혜택 제공 예정 음성 시티 청약 일정 특별 공급 시작 순위 청약 순위 청약 접수 당첨자 발표 당첨자 정당 계약 진행 건설 분양 관계자 음성 시티 음성군 자이 아파트 음성군 최대 규모 조성 단지 대표 단지 주목 수준 커뮤니티 시스템 적용 수요자 부담 혜택 지역민 실거 관심 음성군 각종 개발 도시 성장 외지인 투자처 관심 음성 시티 견본 주택 일원 마련 확산 방지 예방 사전 방문 예약 운영 방문 예약 관련 사항 음성 시티 홈페이지 가능 음성 시티 입주 예정
2022-09-27,건설 탄소 포집 장치 표준 모듈 사업 추진,건설 신사업 부문 대표 오른쪽 부사장 건설 본사 진행 상호 협력 업무 협약 체결 기념 촬영 사진 제공 건설 건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 나서 친환경 에너지 모듈 사업 경쟁력 강화 건설 건설 본사 탄소 포집 장치 표준 모듈 체결 협약 건설 보유 핵심 탄소 포집 기술 오아 표준 모듈 공동 개발 탄소 포집 기술 정보 제공 건설 정유 화학 플랜트 사업 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 국내 해외 탄소 포집 활용 저장 기술 시장 동반 진출 계획 기반 세계 최대 종합 화학 기업 정밀 화학 석유 화학 다양 분야 제품 제공 보유 핵심 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 기술 운전 안정 에너지 소비 경제 우수 탄소 포집 장치 상용 평가,건설 신사업 부문 대표 오른쪽 부사장 건설 본사 진행 상호 협력 업무 협약 체결 기념 촬영 사진 제공 건설 건설 글로벌 화학 기업 탄소 포집 장치 표준 모듈 사업 나서 친환경 에너지 모듈 사업 경쟁력 강화 건설 건설 본사 탄소 포집 장치 표준 모듈 체결 협약 건설 보유 핵심 탄소 포집 기술 오아 표준 모듈 공동 개발 탄소 포집 기술 정보 제공 건설 정유 화학 플랜트 사업 모듈 기술력 설계 시공 표준 투자 절감 공사 기간 최소 국내 해외 탄소 포집 활용 저장 기술 시장 동반 진출 계획 기반 세계 최대 종합 화학 기업 정밀 화학 석유 화학 다양 분야 제품 제공 보유 핵심 탄소 포집 기술 아세 액체 흡수제 이용 배기가스 이산화 탄소 선택 회수 기술 기술 운전 안정 에너지 소비 경제 우수 탄소 포집 장치 상용 평가
2022-09-27,건설 대명자 시티 분양 예정,도시 철도 환경 두류 공원 앞산 공원 인근 건폐율 커뮤니티 시설 눈길 건설 선보이 대명자 시티 조감도 건설 제공 건설 남구 대명 개발 사업 대명자 시티 분양 대명자 시티 지하 지상 가구 규모 단지 조성 가운데 전용 면적 가구 일반 분양 예정 전용 면적 살펴보 가구 가구 가구 가구 가구 가구 가구 가구 구성 단지 정주 여건 특징 성당 앞산 순환 인접 차량 시내 이동 편하 도시 철도 반고 개역 산역 이용 교육 환경 초교 경상 성고 대학교 대명 캠퍼스 교육대 의과 대학 계명 대학교 대명 주거 환경 생활 편하 인근 두류 공원 앞산 공원 자연환경 만끽 백화점 성당 시장 회관 다양 상업 문화 시설 가깝 지역 응급 의료 기관 지정 종합 병원 병원 위치 주변 대형 의료 시설 병원 가톨릭 대학 병원 자리 의료 환경 편리 대명자 시티 시티 단지 명칭 걸맞 도시 단지 구성 주거 쾌적성 계획 평지 위치 남향 위주 배치 건폐율 단지 걸맞 규모 공간 수경 시설 워터 엔트리 워터 가든 커뮤니티 시설 다양 입주민 편의 로비 카페테리아 피트 니스 골프 연습장 온탕 겸비 사우 도서관 자리 건설 분양 관계자 인근 브랜드 선보이 입지 공급 단지 조경 커뮤니티 특화 설계 단지 상품 준비 힘쓰,도시 철도 환경 두류 공원 앞산 공원 인근 건폐율 커뮤니티 시설 눈길 건설 선보이 대명자 시티 조감도 건설 제공 건설 남구 대명 개발 사업 대명자 시티 분양 대명자 시티 지하 지상 가구 규모 단지 조성 전용 면적 가구 일반 분양 예정 전용 면적 살펴보 가구 가구 가구 가구 가구 가구 가구 가구 구성 단지 정주 여건 특징 성당 앞산 순환 인접 차량 시내 이동 편하 도시 철도 반고 개역 산역 이용 교육 환경 초교 경상 성고 대학교 대명 캠퍼스 교육대 의과 대학 계명 대학교 대명 주거 환경 생활 편하 인근 두류 공원 앞산 공원 자연환경 만끽 백화점 성당 시장 회관 다양 상업 문화 시설 가깝 지역 응급 의료 기관 지정 종합 병원 병원 위치 주변 대형 의료 시설 병원 가톨릭 대학 병원 자리 의료 환경 편리 대명자 시티 시티 단지 명칭 걸맞 도시 단지 구성 주거 쾌적성 계획 평지 위치 남향 위주 배치 건폐율 단지 걸맞 규모 공간 수경 시설 워터 엔트리 워터 가든 커뮤니티 시설 다양 입주민 편의 로비 카페테리아 피트 니스 골프 연습장 온탕 겸비 사우 도서관 자리 건설 분양 관계자 인근 브랜드 선보이 입지 공급 단지 조경 커뮤니티 특화 설계 단지 상품 준비 힘쓰
2022-09-27,국내 건설업 모듈러 시장 잰걸음 맞손,사장 사장 사장 모듈러 사업 협력 업무 협약 체결 이후 기념사진 제공 건설 부문 해외 모듈러 건축 시장 개척 모듈러 사업 협력 업무 협약 체결 역량 강점 활용 국내 모듈러 시장 공동 진출 모듈러 공법 현장 건설 장점 스마트 건설 기술 벽체 창호 전기 배선 자재 부품 공장 사전 제작 현장 조립 방식 골재 세우 콘크리트 기존 철근 콘크리트 공법 공사 기간 가량 단축 외부 환경 영향 품질 관리 공사 안전사고 우려 적다 국내 모듈러 연계 사업 협력 공동 수행 추진 공동 연구 개발 나서 이번 업무 협약 해외 모듈러 시장 개척 모으 모듈러 건축 관련 시장 세계 연간 내외 성장 예측 정도 성장세 기록 기술 연구원 스마트 건설 지원 센터 센터 모듈러 공법 적용 준공 자회사 모듈러 공법 왼쪽 직원 숙소 타운 제공 자회사 미디어 레지 호텔 공공 주택 그린 빌딩 교육 연구 시설 모듈러 공법 건설 현존 국내 최고 모듈러 건축물 직원 기숙사 국내 모듈러 건축 확대 발걸음 국토 토지 주택 공사 종시 생활 모듈러 통합 공공 임대 주택 단지 착공식 하반기 입주 예정 단지 지상 가구 규모 모듈러 방식 시공 주택 국내 최대 규모 가구 기준 현대 엔지니어링 경기 경기 행복 주택 준공 국내 모듈러 주택 최고 기록 세우 호반 건설 탕정 중학교 증축 공사 모듈러 공법 적용 건설 자회사 해외 모듈러 시장 공략 사장 빠르 전하 친환경 모듈러 공법 건설 산업 패러다임 제시 협력 모듈러 시장 선도 확대 계획 강조,사장 사장 사장 모듈러 사업 협력 업무 협약 체결 기념사진 제공 건설 부문 해외 모듈러 건축 시장 개척 모듈러 사업 협력 업무 협약 체결 역량 강점 활용 국내 모듈러 시장 공동 진출 모듈러 공법 현장 건설 장점 스마트 건설 기술 벽체 창호 전기 배선 자재 부품 공장 사전 제작 현장 조립 방식 골재 세우 콘크리트 기존 철근 콘크리트 공법 공사 기간 가량 단축 외부 환경 영향 품질 관리 공사 안전사고 우려 적다 국내 모듈러 연계 사업 협력 공동 수행 추진 공동 연구 개발 나서 이번 업무 협약 해외 모듈러 시장 개척 모으 모듈러 건축 관련 시장 세계 연간 내외 성장 예측 정도 성장세 기록 기술 연구원 스마트 건설 지원 센터 센터 모듈러 공법 적용 준공 자회사 모듈러 공법 왼쪽 직원 숙소 타운 제공 자회사 미디어 레지 호텔 공공 주택 그린 빌딩 교육 연구 시설 모듈러 공법 건설 현존 국내 최고 모듈러 건축물 직원 기숙사 국내 모듈러 건축 확대 발걸음 국토 토지 주택 공사 종시 생활 모듈러 통합 공공 임대 주택 단지 착공식 하반기 입주 예정 단지 지상 가구 규모 모듈러 방식 시공 주택 국내 최대 규모 가구 기준 현대 엔지니어링 경기 경기 행복 주택 준공 국내 모듈러 주택 최고 기록 세우 호반 건설 탕정 중학교 증축 공사 모듈러 공법 적용 건설 자회사 해외 모듈러 시장 공략 사장 빠르 전하 친환경 모듈러 공법 건설 산업 패러다임 제시 협력 모듈러 시장 선도 확대 계획 강조
2022-09-27,단독 작년 신축 아파트 라돈 기준치 초과 최다,지난해 신축 아파트 건설사 초과 대우 대방 종합 건설 타워 전망대 시내 모습 사진 기사 관련 선임 기자 지난해 신축 아파트 가운데 라돈 기준치 충족 단지 건설사 라돈 국제 보건 기구 국제 연구 센터 발암 물질 더불 의원 환경부 제출 자료 지난해 라돈 검출 기준치 아파트 건설사 가운데 단지 건설 종합 건설 건설 디시 중공업 에스 건설 호반 건설 토건 이름 세대 지난해 조사 신축 공동 주택 세대 가운데 세대 권고 기준치 이상 라돈 검출 라돈 측정 세대 공동 주택 세대수 달라지 최대 세대 측정 라돈 기준치 초과 단지 최대 세대 검출 의미 라돈 검출 수치 건설사 측정 대행업체 의뢰 측정 신축 공동 주택 실내 공기 관리법 입주 환경부 공인 측정 대행업체 공기 측정 지방 자치 단체장 결과 환경부 장관 지자 체장 결과 라돈 권고 기준 이후 사업 계획 승인 아파트 적용 정부 기준 강화 지난해 신축 공동 주택 가운데 기준 강화 사업 계획 승인 아파트 포함 현행법 권고 기준 기준 초과 별도 제재 아파트 제외 오피스텔 빌라 권고 기준 마련 실효 지적 의원 발암 물질 라돈 신축 아파트 초과 검출 국민 건강 위협 상황 정부 개선 대책 발표 기준치 초과 아파트 허점 국민 안전 보호 라돈 구체 개선 방안 마련 세계 보건 기구 폐암 환자 라돈 발병 추정,신축 아파트 건설사 초과 대우 대방 종합 건설 타워 전망대 시내 모습 사진 기사 관련 선임 신축 아파트 라돈 기준치 충족 단지 건설사 라돈 국제 보건 기구 국제 연구 센터 발암 물질 더불 의원 환경부 제출 자료 라돈 검출 기준치 아파트 건설사 단지 건설 종합 건설 건설 디시 중공업 에스 건설 호반 건설 토건 이름 세대 조사 신축 공동 주택 세대 세대 권고 기준치 이상 라돈 검출 라돈 측정 세대 공동 주택 세대수 달라지 최대 세대 측정 라돈 기준치 초과 단지 최대 세대 검출 의미 라돈 검출 수치 건설사 측정 대행업체 의뢰 측정 신축 공동 주택 실내 공기 관리법 입주 환경부 공인 측정 대행업체 공기 측정 지방 자치 단체장 결과 환경부 장관 지자 체장 결과 라돈 권고 기준 사업 계획 승인 아파트 적용 정부 기준 강화 신축 공동 주택 기준 강화 사업 계획 승인 아파트 포함 현행법 권고 기준 기준 초과 별도 제재 아파트 제외 오피스텔 빌라 권고 기준 마련 실효 지적 의원 발암 물질 라돈 신축 아파트 초과 검출 국민 건강 위협 상황 정부 개선 대책 발표 기준치 초과 아파트 허점 국민 안전 보호 라돈 구체 개선 방안 마련 세계 보건 기구 폐암 환자 라돈 발병 추정
